name,url,img_url,price
Bobosa,https://www.glassesshop.com/eyeglasses/fz1374,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Abina,https://www.glassesshop.com/eyeglasses/fp1938,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Adam,https://www.glassesshop.com/eyeglasses/fp1543,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Lambert,https://www.glassesshop.com/eyeglasses/fm1087,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$39.95
Westlake,https://www.glassesshop.com/eyeglasses/fz1437,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Joyce,https://www.glassesshop.com/eyeglasses/fp1504,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Terre,https://www.glassesshop.com/eyeglasses/rm0247,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$32.95
Vanessa,https://www.glassesshop.com/eyeglasses/fp2566,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Jerry,https://www.glassesshop.com/eyeglasses/fp1593,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Horace,https://www.glassesshop.com/eyeglasses/fz0781,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Cloud,https://www.glassesshop.com/eyeglasses/sup1239,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$45.95
John,https://www.glassesshop.com/eyeglasses/fm1669,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Jackson,https://www.glassesshop.com/eyeglasses/fp2247,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Endicott,https://www.glassesshop.com/eyeglasses/fz1392,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Tiffen,https://www.glassesshop.com/eyeglasses/fp1443,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Woolf,https://www.glassesshop.com/eyeglasses/fp2491,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Baldwin,https://www.glassesshop.com/eyeglasses/fp1618,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
,,,
Nodia,https://www.glassesshop.com/eyeglasses/sup0700,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Elroy,https://www.glassesshop.com/eyeglasses/sup1014,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Boris,https://www.glassesshop.com/eyeglasses/sup1050,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Omar,https://www.glassesshop.com/eyeglasses/fm1271,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
AnnArbor,https://www.glassesshop.com/eyeglasses/rm0310,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Oswego,https://www.glassesshop.com/eyeglasses/sup1000,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
,,,
Mark,https://www.glassesshop.com/eyeglasses/sm0937,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Hillsborough,https://www.glassesshop.com/eyeglasses/fp0989,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Atlantic,https://www.glassesshop.com/eyeglasses/sup0896,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Zenobia,https://www.glassesshop.com/eyeglasses/sup1227,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.94
Caroline,https://www.glassesshop.com/eyeglasses/fm1588,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Celeste,https://www.glassesshop.com/eyeglasses/fm1470,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
,,,
BowlingGreen,https://www.glassesshop.com/eyeglasses/fp0917,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$9.95
Nicole,https://www.glassesshop.com/eyeglasses/fz1083,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Richmond,https://www.glassesshop.com/eyeglasses/sup1081,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
Haggai,https://www.glassesshop.com/eyeglasses/fp1775,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Bristol,https://www.glassesshop.com/eyeglasses/fp2418,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$45.95
Barret,https://www.glassesshop.com/eyeglasses/fm1565,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Monterey,https://www.glassesshop.com/eyeglasses/sup1183,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Salisbury,https://www.glassesshop.com/eyeglasses/fp2105,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Ethel,https://www.glassesshop.com/eyeglasses/fp2546,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Pangnirtung,https://www.glassesshop.com/eyeglasses/sup1232,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Yvette,https://www.glassesshop.com/eyeglasses/fp2563,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.94
Goodland,https://www.glassesshop.com/eyeglasses/fp2153,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
Lindsay,https://www.glassesshop.com/eyeglasses/fz1382,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Michelle,https://www.glassesshop.com/eyeglasses/sup1175,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Jacksonville,https://www.glassesshop.com/eyeglasses/fp2184,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Holt,https://www.glassesshop.com/eyeglasses/fp1401,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Owensboro,https://www.glassesshop.com/eyeglasses/fp2195,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Roanoke,https://www.glassesshop.com/eyeglasses/sup1005,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Cedric,https://www.glassesshop.com/eyeglasses/fm1714,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Benjamin,https://www.glassesshop.com/eyeglasses/fm1466,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Antony,https://www.glassesshop.com/eyeglasses/fm1503,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Bellevue,https://www.glassesshop.com/eyeglasses/fz1894,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Teresa,https://www.glassesshop.com/eyeglasses/sup1006,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Doris,https://www.glassesshop.com/eyeglasses/fp2527,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Robben,https://www.glassesshop.com/eyeglasses/ft0242,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$39.95
Audrey,https://www.glassesshop.com/eyeglasses/fp2101,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Conrad,https://www.glassesshop.com/eyeglasses/sm0944,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$8.99
Mignon,https://www.glassesshop.com/eyeglasses/fp2443,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Labrador,https://www.glassesshop.com/eyeglasses/fp1988,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Bowen,https://www.glassesshop.com/eyeglasses/sm0902,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Ely,https://www.glassesshop.com/eyeglasses/sup0997,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Osborn,https://www.glassesshop.com/eyeglasses/fz1710,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Glenview,https://www.glassesshop.com/eyeglasses/ft0363,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$49.95
Owen,https://www.glassesshop.com/eyeglasses/fp1651,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Bainbridge,https://www.glassesshop.com/eyeglasses/fp2185,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Norfolk,https://www.glassesshop.com/eyeglasses/fm1462,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Barstow,https://www.glassesshop.com/eyeglasses/sup1092,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Manhattan,https://www.glassesshop.com/eyeglasses/ft0424,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Sid,https://www.glassesshop.com/eyeglasses/sup0509,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Kissimmee,https://www.glassesshop.com/eyeglasses/fz1561,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Tower,https://www.glassesshop.com/eyeglasses/fp2328,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Leigh,https://www.glassesshop.com/eyeglasses/fz1368,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$4.99
Kitchener,https://www.glassesshop.com/eyeglasses/sm0907,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Miranda,https://www.glassesshop.com/eyeglasses/fp2323,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Louise,https://www.glassesshop.com/eyeglasses/fz1738,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Wilcox,https://www.glassesshop.com/eyeglasses/fp2496,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$2.99
Rouge,https://www.glassesshop.com/eyeglasses/fm1575,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Baltimore,https://www.glassesshop.com/eyeglasses/fp2109,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
,,,
Oak,https://www.glassesshop.com/eyeglasses/fp2057,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Trista,https://www.glassesshop.com/eyeglasses/sup1007,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Barlow,https://www.glassesshop.com/eyeglasses/sm0933,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Clara,https://www.glassesshop.com/eyeglasses/fp2463,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Creston,https://www.glassesshop.com/eyeglasses/fz1689,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Waukegan,https://www.glassesshop.com/eyeglasses/fz1900,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
,,,
Edgar,https://www.glassesshop.com/eyeglasses/fm1452,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$35.95
Scranton,https://www.glassesshop.com/eyeglasses/ft0416,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Ames,https://www.glassesshop.com/eyeglasses/fz1918,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Wilsen,https://www.glassesshop.com/eyeglasses/fz1314,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Springfield,https://www.glassesshop.com/eyeglasses/fm1408,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Evansville,https://www.glassesshop.com/eyeglasses/fp1362,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
Newark,https://www.glassesshop.com/eyeglasses/fm1372,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Lagrange,https://www.glassesshop.com/eyeglasses/fz1859,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Altoona,https://www.glassesshop.com/eyeglasses/fz1915,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
,,,
Charlotte,https://www.glassesshop.com/eyeglasses/sup1218,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Nina,https://www.glassesshop.com/eyeglasses/fz1792,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Hawthorn,https://www.glassesshop.com/eyeglasses/fm1349,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Hopkinsville,https://www.glassesshop.com/eyeglasses/ft0465,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
Brunswick,https://www.glassesshop.com/eyeglasses/fm1017,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Theresa,https://www.glassesshop.com/eyeglasses/fp2499,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Elva,https://www.glassesshop.com/eyeglasses/fp2453,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$24.95
Road,https://www.glassesshop.com/eyeglasses/spfm020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Angel,https://www.glassesshop.com/eyeglasses/fp1646,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
,,,
Bensenville,https://www.glassesshop.com/eyeglasses/fp2070,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$19.95
Lopez,https://www.glassesshop.com/eyeglasses/fm1192,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Yonkers,https://www.glassesshop.com/eyeglasses/fp1985,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$12.95
Alvin,https://www.glassesshop.com/eyeglasses/ft0559,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$54.95
Tacoma,https://www.glassesshop.com/eyeglasses/spfm014,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$34.95
Gadsden,https://www.glassesshop.com/eyeglasses/rm0304,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Zora,https://www.glassesshop.com/eyeglasses/sup1235,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$29.95
Mandel,https://www.glassesshop.com/eyeglasses/st0256,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$49.95
Peekskill,https://www.glassesshop.com/eyeglasses/ft0358,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",$44.95
